name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance
Waytostay,4d41e600aed776ebdc7e6897,48.850359999999995,2.37351,75012,Paris,"['Rue Moreau, 12ème Reuilly', '75012 Paris', 'France']",Hotel,75012,12,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,347.5522807427281
Hôtel Best Western Saint Martin Bastille,5c77c103ba57b4002c3017af,48.852558,2.373972,75011,Paris,"['114 boulevard Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJsdHx5_xt5kcRLblb8va7_B4,Hôtel Saint Martin Bastille,3.8,123,"114 Boulevard Richard-Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86449589999999,2.371104,1.3441550219137754
Tre finestre su Parigi,5b0eac059deb7d002cf7b52d,48.852439000000004,2.373729,75011,Paris,"['5 rue de Charonne', '75011 Paris', 'France']",Vacation Rental,75011,11,1,,,,,,,,,['']
Pavillon Saint Louis Bastille,53244ffa498ed923ef18da0c,48.849398023501024,2.3743183314894223,,,['France'],Hotel,75012,12,1,ChIJ90bdfAFy5kcRcxYE520-Y7E,Hôtel Albe Bastille,4.1,180,"66 Rue de Charenton, 75012 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8493886,2.3744494,0.009676315785716686
Gardette Park Hôtel,562a0f31498ee97ed5d8fac8,48.852558,2.373972,75011,Paris,"['1 rue Du Général Blaise', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJh7QmqfBt5kcRahzMO78Has0,Gardette Park Hotel,3.9,181,"1 Rue du Général Blaise, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8609924,2.3788507,1.0039644101363991
Pick A Flat - Résidence Saint-Antoine,57051a49498e1a0085b09ea6,48.85062100454736,2.374216539253664,75012,Paris,"['Rue Saint-Nicolas (Rue Saint-Antoine)', '75012 Paris', 'France']",Bed & Breakfast,75012,12,1,ChIJbXpraudx5kcRR_rk5tAHH4Q,Pick a Flat - Residence St-Michel / Sommerard,5,1,"Rue du Sommerard, 75005 Paris, France","['real_estate_agency', 'point_of_interest', 'establishment']",48.8498592,2.345083100000001,2.1398076098447008
Hôtel Paname Hotel,4bd713576798ef3bd423668d,48.84963121232746,2.3799549119450956,75012,Paris,"['64 rue Crozatier', '75012 Paris', 'France']",Hotel,75012,12,0,ChIJCXBmNAxv5kcRT-Lz_wf84-0,Le Paname,3.1,47,"35 Rue Villeneuve, 92110 Clichy, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.904619,2.3079452,8.080446249972674
Waytostay,4d41e540aed776eba6646897,48.8513,2.3761,75011,Paris,"['Rue Faubourg Saint Antoine, 11ème La Bastille', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,347.56147648906585
Rèsidence Bastille Libertè,5b30feac464d65002cba554a,48.852816,2.374949,75011,Paris,"['18-22 Rue de Charonne, 11th arr., Paris, 75011, France', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJ_fIa_AZy5kcRP8rWd0zXfoo,Résidence Bastille Liberté,,,"18-22 Rue de Charonne, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8528238,2.3747062,0.017839500674716045
Hotel Baudelaire Bastille,4b848bc7f964a520113b31e3,48.852491,2.374173,75011,Paris,"['12, rue de Charonne', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJA2pA8AZy5kcR5ys3_tlBWw4,Hôtel L'Antoine,4.4,226,"12 Rue de Charonne, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.852498,2.3743876,0.015768211427577266
Le Pavillon Bastille,4cd5dc52122ba14341312fa1,48.84935232715768,2.3744274062598483,75012,Paris,"['65 Rue de Lyon (Rue De Charenton)', '75012 Paris', 'France']",Hotel,75012,12,1,ChIJ90bdfAFy5kcRk9d7aBo33JM,Hôtel Pavillon Bastille,4,131,"65 Rue de Lyon, 75012 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8507942,2.369919099999999,0.3676761202568348
Bastille Hostel,4de257aab0fb267148829046,48.85100872081671,2.3786803847322626,75011,Paris,"['6 rue Trousseau', '75011 Paris', 'France']",Hostel,75011,11,5,ChIJs8WOsAhy5kcRrMzmSdEvtJI,Bastille Hostel,3,269,"6 Rue Trousseau, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85099959999999,2.3787207,0.0031277595419311128
Aij,4d9769ccb188721ea53b0f37,48.851098,2.378747,,,['France'],Hostel,75011,11,0,ChIJxZN0lwhy5kcRrnHrm3kye2k,International Youth Hostel,3,776,"75011, 10 Rue Trousseau, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8510685,2.3787671,0.0035969941473476762
Hôtel Moxy,5c47796cd807ee0039134da2,48.857566585830114,2.3697906039192875,75011,Paris,"['34/36 rue Saint-Sabin', '75011 Paris', 'France']",Hotel,75011,11,6,ChIJxxZ37KJt5kcRLuPP9P0I-ko,Moxy Paris Bastille,3.8,189,"34/36 Rue St Sabin, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85771,2.3698601,0.01674412944315513
Hôtel Pavillon de la Reine,4b05d882f964a52040e422e3,48.856386591661504,2.366008934683876,75003,Paris,"['28 place des Vosges', '75003 Paris', 'France']",Hotel,75003,3,48,ChIJowDQ3_9x5kcRTtwZxXwH_kQ,Le Pavillon de la Reine - Place des Vosges,4.6,207,"28 Place des Vosges, 75003 Paris, France","['spa', 'bar', 'health', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.85628,2.3659848,0.011985309044783392
Hôtel Original Paris,4f906194e4b00b60133113da,48.8546963794098,2.3688413516715108,75011,Paris,"['8 boulevard Beaumarchais', '75011 Paris', 'France']",Hotel,75011,11,37,ChIJX-TTbgBy5kcRjR3c7YdFQno,Hôtel Original,4.4,195,"8 Boulevard Beaumarchais, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85480219999999,2.3691215,0.023688335074565876
Hôtel Jeanne d'Arc,4bcfebf8a8b3a593e122635f,48.85554724672368,2.363238815543683,75004,Paris,"['3 rue de Jarente', '75004 Paris', 'France']",Hotel,75004,4,10,ChIJaWgKJv5x5kcRSETE-3c0lQM,Hôtel Jeanne d'Arc le Marais,4.3,132,"3 Rue de Jarente, 75004 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.855526,2.363193,0.004109305870658615
Maison Bréguet,5a425e79e679bc7b2268db08,48.856497399076225,2.371962128755275,75011,Paris,"['8 rue Breguet', '75011 Paris', 'France']",Hotel,75011,11,8,ChIJY1MOT_9t5kcRlc7kXPWim7o,Maison Bréguet,4.3,282,"8 Rue Breguet, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85653000000001,2.3720787,0.009290761918564377
Les Tournelles Hotel,578cda3a498e578df27efbcb,48.85700764015503,2.3644908118245302,,,['France'],Hotel,75003,3,7,ChIJC4h0NgBu5kcRcm0u4iTChXY,Les Tournelles,4.4,76,"Francep, 30 Rue de Turenne, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.856959,2.364616,0.010660644083157879
Hotel Daval,4be33916660ec928df7acb3b,48.85469673355198,2.371156071395772,75011,Paris,"['21 rue Daval', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJcfMYvgBy5kcRzVjBwWmLHUg,Hôtel Daval,3.7,105,"21 Rue Daval, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85470249999999,2.3710905,0.004854459575964796
Hotel Marais Bastille,4dbc4fa54df044e524e0cc39,48.85728012984368,2.3712599833819916,75011,Paris,"['36 Boulevard Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,6,ChIJwyHSPf9t5kcRs6OXvkcKJOU,Hôtel Marais Bastille,4.3,183,"36 Boulevard Richard-Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.857239,2.371434299999999,0.013584640679610627
Hôtel de la Herse d'Or,4be2c0f1ee0062b59b5bb3c8,48.853703488263605,2.36618040879153,75004,Paris,"['20 rue Saint-Antoine', '75004 Paris', 'France']",Hotel,75004,4,11,ChIJdxZ0m_9x5kcR4ioG4xMMajs,Hôtel Herse D'Or,3.2,176,"20 Rue Saint-Antoine, 75004 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85371129999999,2.3662336,0.003998980609541476
CAMPANILE PARIS 11 - Bastille - Le Marais,565b19ed498ebb76678ba830,48.8574,2.36985,75011,Paris,"['9 rue Du Chemin Vert', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJw3o-Oxtw5kcRA4YML64zIEo,Campanile Paris 15 - Tour Eiffel,3.2,637,"30 Rue Saint-Charles, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8505241,2.288784300000001,5.99798490212326
Hostellerie du Marais Paris,4bc8e3c2762beee107a73d38,48.857007538016326,2.3644803659020623,75003,Paris,"['30 Rue De Turenne', '75003 Paris', 'France']",Hotel,75003,3,1,ChIJC4h0NgBu5kcRcm0u4iTChXY,Les Tournelles,4.4,76,"Francep, 30 Rue de Turenne, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.856959,2.364616,0.011322436766154288
Hotel Royal Bastille,4d87a07b5e70224b07714d09,48.85368835776897,2.370690275422646,,,"['14 rue de la roquette', 'France']",Hotel,75011,11,2,ChIJeT1Q5gBy5kcR91tCV36LNXs,Royal Bastille Hotel,2.7,127,"14 Rue de la Roquette, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8536996,2.3707762,0.00642839458645533
Hotel Lyon-Mulhouse,4c8d676ef0ce236a82c720ef,48.854711,2.368833,75011,Paris,"['8 Boulevard Beaumarchais (Bastille)', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJX-TTbgBy5kcRjR3c7YdFQno,Hôtel Original,4.4,195,"8 Boulevard Beaumarchais, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85480219999999,2.3691215,0.02347528013001515
Le Moment Paris,50f797bce4b0c5b264f26316,48.85354110525323,2.364491969347,75004,Paris,"['26 rue Beautreillis', '75004 Paris', 'France']",Boarding House,75004,4,2,ChIJW4VQGipw5kcRiAJUBKU2700,Le Moment Présent,5,8,"58 Rue de Bourgogne, 75007 Paris, France","['hair_care', 'point_of_interest', 'establishment']",48.8558786,2.316819799999999,3.50803713320365
Campanile Paris 11 Bastille-Le Marais,4bccb3538920b713a6969edc,48.85771847060912,2.3697988687172256,75011,Paris,"['34/36 Rue Saint Sabin', '75011 Paris', 'France']",Hotel,75011,11,29,ChIJw3o-Oxtw5kcRA4YML64zIEo,Campanile Paris 15 - Tour Eiffel,3.2,637,"30 Rue Saint-Charles, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8505241,2.288784300000001,5.998865199563891
Les Toits du Marais,4f787892e4b0ca8cfdeeca4e,48.857261,2.364035,,Paris,"['39, Rue de Tourenne', 'Paris', 'France']",Bed & Breakfast,75003,3,0,ChIJBfBVSgBu5kcREZY85MEAjgU,Les Toits du Marais,4.1,7,"39 Rue de Turenne, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8571992,2.3642587,0.01779588094110202
Parisian Sublet,4ca3a3f7f832a1cd174c9fe5,48.854444,2.3714013666666665,75011,Paris,"['21 Rue Daval', '75011 Paris', 'France']",Hotel,75011,11,0,,,,,,,,,['']
Hôtel Bastille Speria,4adcda01f964a520043121e3,48.853952098813096,2.3674825070440413,75004,Paris,"['1 rue de la Bastille', '75004 Paris', 'France']",Hotel,75004,4,6,ChIJQaO5OgBy5kcR0I32TobdCbo,Hôtel Bastille Speria,4.1,142,"1 Rue de la Bastille, 75004 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8539461,2.3675124,0.0022929013073797896
Campanille Paris XI Bastille,51893168498e522e3e4d5c54,48.85755238972651,2.3701777690519963,,,['France'],Hotel,75011,11,0,ChIJKZKprAFy5kcREOvlZ8mwHiM,Place de la Bastille,4.1,8462,"Place de la Bastille, 75011 Paris, France","['point_of_interest', 'establishment']",48.8531827,2.3691443,0.4918222440801344
Hôtel des Chevaliers,4adcda00f964a520d43021e3,48.857031899999996,2.36442,75003,Paris,"['30 Rue de Turenne', '75003 Paris', 'France']",Hotel Bar,75003,3,0,ChIJC4h0NgBu5kcRcm0u4iTChXY,Les Tournelles,4.4,76,"Francep, 30 Rue de Turenne, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.856959,2.364616,0.01651014490816309
Martin Vars Hotel,4f5fe0b3e4b0f4b0a2d2605b,48.85522842407226,2.36505389213562,75004,Paris,"['3 Place des Vosges, 75004 Paris', '75004 Paris', 'France']",Hotel,75004,4,0,,,,,,,,,['']
Aux Trois Portes Hotel Paris,4bc8d2d2762beee15b8f3d38,48.858094,2.371693,,Paris,"['44 Boulevard Richard Lenoir', 'Paris', 'France']",Hotel,75011,11,0,ChIJGfUqIf9t5kcR9tk-14BzDJs,Auberge Flora,3.8,236,"44 Boulevard Richard-Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8582268,2.3719063,0.021519331281194955
Hôtel de la Place des Vosges,4adcda03f964a520c63121e3,48.85444815566164,2.365114278181911,75004,Paris,"['12 rue de Birague', '75004 Paris', 'France']",Hotel,75004,4,5,ChIJyfTZAgBu5kcRavp8zha4exA,Boutique Hôtel de la Place des Vosges,3.8,67,"12 Rue de Birague, 75004 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8544529,2.365177499999999,0.004669421356520612
Pick A Flat - Beautreillis,570a7355cd10b7535c897baf,48.853573571511134,2.364244868401132,75004,Paris,"['Rue Beautreillis', '75004 Paris', 'France']",Bed & Breakfast,75004,4,1,ChIJbSRdNhdu5kcRDLETuCLwPeQ,Pick a Flat - Short Term Rentals Paris,4.6,9,"33 Rue du Louvre, 75002 Paris, France","['real_estate_agency', 'point_of_interest', 'establishment']",48.866249,2.343193,2.091200059210597
Hôtel Turenne Le Marais,4bd7318f304fce72fe3233ab,48.85508220217492,2.3633378712409416,75004,Paris,"['6 rue de Turenne', '75004 Paris', 'France']",Hotel,75004,4,23,ChIJhaqIMP5x5kcRfasCZTC3M3M,Turenne Le Marais,4.1,143,"6 Rue de Turenne, 75004 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8550526,2.3633917,0.005142064698209294
Hotel Bastille,4c95538282b56dcb05fdd7aa,48.85405249666175,2.3710545686218882,75011,Paris,"['24 rue de la Rouquette', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJv3U_wgBy5kcRUBJgstPRiCo,Hôtel Bastille,3.6,79,"24 Rue de la Roquette, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8540041,2.3711901,0.011308834852628201
Best Western Marais Bastille,4cbc909d4352a1cd2c019ff5,48.85723725167798,2.371612419337908,75011,Paris,"['36 boulevard Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJwyHSPf9t5kcRs6OXvkcKJOU,Hôtel Marais Bastille,4.3,183,"36 Boulevard Richard-Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.857239,2.371434299999999,0.01307196626554901
sully hotel,53f5ac8d498ee6361de007e7,48.85420287661553,2.3642830618349464,75004,Paris,"['Rue Saint-Antoine 48', '75004 Paris', 'France']",Hotel,75004,4,0,ChIJEyibS_5x5kcR8Ohj-RNFnas,Sully Hôtel,3.2,174,"48 Rue Saint-Antoine, 75004 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8542656,2.3642586,0.007202565654780033
Hôtel L'Original,51988b8c498e19a0c95edc75,48.85494210722799,2.3688778821958514,,,['France'],Hotel,75011,11,1,ChIJX-TTbgBy5kcRjR3c7YdFQno,Hôtel Original,4.4,195,"8 Boulevard Beaumarchais, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85480219999999,2.3691215,0.023699858923082646
Citadines Bastille Marais,4c3d5be1a97bbe9a49cffbdd,48.858142621908684,2.370640908128669,75011,Paris,"['37 boulevard Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,24,ChIJZzYlI_9t5kcRbnf3etqYqBI,Citadines Paris Bastille Marais,4.2,357,"37 Boulevard Richard-Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85810799999999,2.370887,0.018463965346778483
Hôtel Les Jardins du Marais,4b7051cdf964a5205b122de3,48.86069911867528,2.3685297404907706,75011,Paris,"['74 rue Amelot', '75011 Paris', 'France']",Hotel,75011,11,87,ChIJ4cohBv5t5kcR4QXyfBTCrBs,Les Jardins du Marais,4.1,880,"74 Rue Amelot, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86055959999999,2.368053600000001,0.03822740507359878
Hôtel Bastille de Launay,4bcf612e0ffdce72cb69b2c0,48.858585,2.3686137,75011,Paris,"['42 Rue Amelot', '75011 Paris', 'France']",Hotel,75011,11,11,ChIJadOhSf5t5kcReHL-qZUGi90,Hotel Bastille De Launay,4.3,137,"42 Rue Amelot, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8585885,2.3685777,0.0026701546085398016
Grand Hôtel Amelot,4adcda01f964a520053121e3,48.85923014659386,2.3683327119450297,75011,Paris,"['54 rue Amelot', '75011 Paris', 'France']",Hotel,75011,11,4,ChIJM-IeOf5t5kcREXYDcMLyfcY,Grand Hôtel Amelot,3.9,294,"54 Rue Amelot, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.859282,2.368425,0.0088944122657632
Hôtel Villa Beaumarchais,4c4ed570f53d0f478b8f2aa7,48.85894958243382,2.3668517271831337,75003,Paris,"['5 rue des Arquebusiers', '75003 Paris', 'France']",Hotel,75003,3,17,ChIJE92GmwBu5kcR5CuqtAmYqh0,Villa Beaumarchais,4.1,218,"5 Rue des Arquebusiers, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8590897,2.3668709,0.015645437209664735
Hôtel Beaumarchais,4b734933f964a52067a62de3,48.86285851311412,2.3676180839538574,75011,Paris,"['3 rue Oberkampf', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJ4YMAh_1t5kcR7D8e4BCXAqU,Hotel Beaumarchais,3.8,113,"3 Rue Oberkampf, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8628766,2.3675935,0.002701727234571118
Airbnb Rental,4e2fecf852b111a1e387f96b,48.86115984,2.36548366,75003,Paris,"['Rue du Pont aux Choux', '75003 Paris', 'France']",Bed & Breakfast,75003,3,0,ChIJVY6K8JjHh0gRtJsYkqkHbXc,Traditional Flat for Holiday Let,4,1,"9/8 Grindlay St, Edinburgh EH3 9AT, UK","['lodging', 'point_of_interest', 'establishment']",55.94670009999999,-3.2033934,874.1297822234616
Hotel Droog,51b34402498eead645cd7801,48.861258,2.367179,75003,Paris,"['111 Boulevard Beaumarchais', '75003 Paris', 'France']",Hotel,75003,3,0,ChIJkTfHsL8JxkcRluZVwVZJ5BM,@droog amsterdam,4.4,549,"Staalstraat 7-A, 1011 JJ Amsterdam, Netherlands","['cafe', 'art_gallery', 'restaurant', 'food', 'point_of_interest', 'establishment']",52.36831950000001,4.8973555,429.19893351860543
Hôtel Saint Sebastien,4de49737c65b7a3e214d6bc4,48.86164965513197,2.3710146905360774,75011,Paris,"['Passage Saint-Sébastien', '75011 Paris', 'France']",Hotel,75011,11,3,ChIJIzs1Ovxt5kcR7oQnOK6Sbco,Hotel Saint Sebastien,2.7,27,"42 Rue Saint-Sébastien, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8615124,2.3710434,0.01540841434676591
Grand Hôtel Amelot,56376dd5498ea61bf60dfba6,48.859257,2.368409,75011,Paris,"['54 rue Amelot', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJM-IeOf5t5kcREXYDcMLyfcY,Grand Hôtel Amelot,3.9,294,"54 Rue Amelot, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.859282,2.368425,0.0030179053640828836
Waytostay,4d41e4c6aed776ebe9506897,48.858999999999995,2.3668,75003,Paris,"['Rue Saint-Claude, 03ème Marais', '75003 Paris', 'France']",Hotel,75003,3,0,ChIJTXQreMcPdkgRVy-B1VXDpNo,A Better Way to Stay,5,2,"31 Rowan Rd, Hammersmith, London W6 7DT, UK","['lodging', 'point_of_interest', 'establishment']",51.4944199,-0.2201065,346.4753818961891
Airbnb @ 16 rue des Filles du Calvaire,54495609498eee63c653afde,48.862504427149275,2.3663285955145668,75003,Paris,"['16 rue des Filles du Calvaire', '75003 Paris', 'France']",Bed & Breakfast,75003,3,0,ChIJ4WyRcgdu5kcRg_Fzhr8zp_I,16 Rue des Filles du Calvaire,,,"16 Rue des Filles du Calvaire, 75003 Paris, France",['street_address'],48.8627443,2.366236999999999,0.027509128580070413
MHIF Le Marais by HappyCulture,5805dc5138fab401f98d748d,48.861759,2.365236,75004,Paris,"['rue Commines', '75004 Paris', 'France']",Hotel,75003,3,0,ChIJyRn7Jwdu5kcRSDuYhpb454U,My Hotel in France le Marais,3.6,221,"2 bis Rue Commines, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.861542,2.365014,0.029115018379544718
Hotellin Pehmeä Peti,5719af63498e7e9c4b6e4290,48.858270000000005,2.3720415,,,['France'],Bed & Breakfast,75011,11,0,,,,,,,,,['']
My Hotel in France Le Marais,4b0be72af964a520943423e3,48.86163548197318,2.3649317797915153,75003,Paris,"['2 bis rue Commines', '75003 Paris', 'France']",Hotel,75003,3,10,ChIJyRn7Jwdu5kcRSDuYhpb454U,My Hotel in France le Marais,3.6,221,"2 bis Rue Commines, 75003 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.861542,2.365014,0.01201953057733944
Ibis Bastille – Opéra,4bc5649f6c26b713f14bebf3,48.85744714710339,2.3729019215283857,75011,Paris,"['15 rue Bréguet', '75011 Paris', 'France']",Hotel,75011,11,55,ChIJqX1hy_ht5kcRW-mGZYCa55U,Hotel ibis Paris Bastille Opera 11ème,3.7,1488,"15 Rue Breguet, 75011 Paris, France","['bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8574637,2.3728609,0.003528411809304607
Grand Hôtel Nouvel Opéra,4c1f985963750f47945cbb67,48.855481176327636,2.3788531120046343,75011,Paris,"['152 avenue Ledru-Rollin', '75011 Paris', 'France']",Hotel,75011,11,16,ChIJnboCAwhy5kcRGpFXMidXXM8,Grand Hôtel Nouvel Opéra,3.2,390,"152 Avenue Ledru-Rollin, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85538589999999,2.3787602,0.012599603290377997
Mercure Paris Bastille,4cae08428c48a0932e30712c,48.857252069133175,2.3809083810910048,75011,Paris,"['53 rue Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,13,ChIJHZ4COw9y5kcR0-pu3cVOrw4,Hotel Mercure Paris Bastille Saint Antoine,3.9,164,"64 Rue Crozatier, 75012 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8495966,2.3796985,0.8559584515275657
Hôtel Exquis,56294bbe498ec69847d19df7,48.85369688167342,2.3805417290679864,75011,Paris,"['71,  rue de Charonne', '75011 Paris', 'France']",Resort,75011,11,16,ChIJl--iTQhy5kcRqciKXYtL-_s,Hôtel Exquis,4.5,313,"71 Rue de Charonne, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85374019999999,2.3805528,0.004885327434092365
Hotel Richard,4d486ee3753aa093fb96cfe0,48.855998493684616,2.381432061476178,75011,Paris,"['35 Rue Richard Lenoir', '75011 Paris', 'France']",Hotel,75011,11,1,ChIJ_WRcLvZt5kcRRc683YvF6G8,Hotel Richard,2.8,450,"35 Rue Richard Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8560172,2.3813484,0.006482158834815315
Grand Hôtel Voltaire  ,4cebbc75f1c6236a2a7971f0,48.85629926343045,2.3822805402960507,75011,Paris,"['150 boulevard Voltaire', '75011 Paris', 'France']",Hotel,75011,11,1,ChIJ626VPfZt5kcRijcRY1VQP9I,Grand Hôtel Voltaire,2.8,16,"150 Boulevard Voltaire, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8563011,2.3823388,0.004280093034893046
Le Royal Voltaire,4c3c40e74bc9a593395dd271,48.85746181889828,2.380722942355355,75011,Paris,"['132 boulevard voltaire', '75011 Paris', 'France']",Hotel,75011,11,2,ChIJLVwmZWje4EcRg02uyvGarHc,Le Royal de Sotteville,4.2,902,"9-11 Rue Pierre Corneille, 76300 Sotteville-lès-Rouen, France","['restaurant', 'food', 'point_of_interest', 'establishment']",49.42322129999999,1.0903624,113.23854741482917
Hôtel des Arts Bastille,4b65fb0ff964a520580c2be3,48.854028290760404,2.3820091016438445,75011,Paris,"['2 rue Godefroy Cavaignac', '75011 Paris', 'France']",Hotel,75011,11,4,ChIJuWsZvwly5kcRYUwQZZMr7z0,Hôtel des Arts Bastille,3.5,189,"2 Rue Godefroy Cavaignac, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85409900000001,2.382011,0.007864589979599755
hexquis Hotel By Elegancia,57397fef498ebc59d854bbbd,48.85369977660037,2.3804444074630737,75011,Paris,"['71 Rue de Charonne', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJoc-8JEtw5kcRuI5hDwzqpRE,Bob Hotel by Elegancia,4.4,249,"30 Rue Pernety, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83351099999999,2.3190832,5.032510746272069
Lpl Hotel,506e1d27e4b05bc7627512ae,48.855847,2.381496,,,['France'],Bed & Breakfast,75011,11,0,ChIJAakhL_Zt5kcRCqOB88clpc4,LPL Paris Hotel,2.4,46,"31 Rue Richard Lenoir, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8558584,2.3813695,0.009369082148929236
Hôtel Baudin,505de50ce4b08dae9b424165,48.853303000000004,2.3771310000000003,,,['France'],Resort,75011,11,2,ChIJl5GgzQdy5kcRACb4HfFMVdc,Hotel Baudin,3.3,64,"113 Avenue Ledru-Rollin, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8531282,2.3769436,0.02381194155189871
Hôtel des Sans-Culottes,4adcda00f964a520eb3021e3,48.85361629082652,2.373054251074791,75011,Paris,"['27 rue de Lappe', '75011 Paris', 'France']",Hotel,75011,11,0,ChIJ2TxlLwdy5kcRttHkU4ZBo9c,Les Sans Culottes,4.1,571,"27 Rue de Lappe, 75011 Paris, France","['cafe', 'bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.853654,2.373025,0.004711006504665951
Exquis by Elegancia,5605af54498e98c34ab52f71,48.853866,2.380566,,,['France'],Hotel,75011,11,3,ChIJl--iTQhy5kcRqciKXYtL-_s,Hôtel Exquis,4.5,313,"71 Rue de Charonne, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.85374019999999,2.3805528,0.014023325821945987
Standard Design Hôtel,4c2138a99390c9b66cb3c8cd,48.85549969047512,2.374546527564741,75011,Paris,"['29 Rue des Taillandiers', '75011 Paris', 'France']",Hotel,75011,11,9,ChIJefPIfAdy5kcRkpRZdwG5Gwo,Standard Design Hotel,3.7,175,"29 Rue des Taillandiers, 75011 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8554089,2.374606099999999,0.011002318297147363
