name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike
Ibis Paris Levallois Perret,594d68da31fd145b63042bd5,48.891265999999995,2.2898002,92300,Paris,"['Rue de Trébois 24', '92300 Paris', 'France']",Hotel,92300,0,0
Hôtel Magellan,4bc8d233762beee1068f3d38,48.88353620573915,2.2923900438500464,75017,Paris,"['17-19 rue Jean-Baptiste Dumas', '75017 Paris', 'France']",Hotel,75017,17,23
Hotel Residence Villiers Paris,4bc8e336762beee160a63d38,48.88367302836947,2.305287488176135,,Paris,"['68 Avenue de Villiers', 'Paris', 'France']",Hotel,75017,17,2
Best Western Mercedes Arc de Triomphe,4cdd9c4070bba1cd7b005bc4,48.884864305674704,2.3035331162827792,75017,Paris,"['128 avenue de Wagram', '75017 Paris', 'France']",Hotel,75017,17,9
My Hotel,4bd7b167304fce7263e833ab,48.890300599674966,2.2905300333324767,92300,Levallois-Perret,"['73 rue Louise Michel', '92300 Levallois-Perret', 'France']",Hotel,92300,0,2
L'Inter,50f80a9af31c0296e11d5d31,48.88721012612233,2.287302017211914,75017,Paris,"['17 rue Jacques Ibert', '75017 Paris', 'France']",Resort,75017,17,0
Hôtel ibis,4bc8d9f2762beee1f7983d38,48.89135307578032,2.2897884486533235,92300,Levallois-Perret,"['24 rue de Trebois', '92300 Levallois-Perret', 'France']",Hotel,92300,0,4
Hotel Le Pierre,5245c8cebce6b514ad894a4d,48.882652597874724,2.298202514648437,75017,Paris,"['25 Rue Theodore De Banville', '75017 Paris', 'France']",Hotel,75017,17,0
Sentje En Daffels Shagroom @ Paris,580121a538fa97dbebc23a13,48.884636,2.2982883,,,['France'],Hotel,75017,17,0
Étoile Pereire,4adcda01f964a520093121e3,48.88357243003415,2.2940198310523554,75017,Paris,"['146 boulevard Pereire', '75017 Paris', 'France']",Hotel,75017,17,8
Hotel Le Pierre,5240a21411d21bbeda455953,48.88290023803711,2.298092842102051,,,['France'],Bed & Breakfast,75017,17,1
Hôtel Le Pierre Champs-Elysées,4adcda02f964a5206b3121e3,48.88279864390273,2.298376966743984,75017,Paris,"['25 rue Théodore de Banville (Rue Pierre Demours)', '75017 Paris', 'France']",Hotel,75017,17,6
My Hotel In France Levailois,502e380ce4b06d3d076e459a,48.890344,2.290608,,,['France'],Hostel,92300,0,1
Stonfield,4bbe57c679eaef3b1a06afc3,48.887447221550026,2.298932521260748,92200,Neuilly-sur-Seine,"['28 rue du chateau', '92200 Neuilly-sur-Seine', 'France']",Hotel,75017,17,0
Hotel Alexandra,538e2baa498e69d6e8343c6e,48.89209365844727,2.2906603813171387,,Paris,"['3, Rue Rivay', 'Paris', 'France']",Hotel,92300,0,0
Hôtel Champerret Heliopolis,4d82547bebb4236a952c5158,48.885173332223815,2.2936594376375536,75017,Paris,"[""13 rue d'Héliopolis"", '75017 Paris', 'France']",Hotel,75017,17,5
Waytostay,4d41e550aed776eb09676897,48.8849,2.3031,75017,Paris,"['Avenue de Wagram, 17ème Arc de Triomph', '75017 Paris', 'France']",Hotel,75017,17,0
Hôtel Le Villiers,4adcda02f964a5207c3121e3,48.88543069732358,2.293469526920959,75017,Paris,"['133 avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,5
Hotel Boiserrie,4ff92ea4e4b02b971605db1d,48.892122,2.293192,,,['France'],Hostel,92300,0,1
Hotel Ronceray Opera Oaris,4d2f2fdb4377224bb8191538,48.886303999999996,2.299761,,,['France'],Hotel,75017,17,0
Hôtel de Prony,4adcda01f964a520473121e3,48.88479162219264,2.2986040987427683,75017,Paris,"['103 bis Avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,3
Le 61 Berthier,4f68ffc0771669d5a1d2fb62,48.88653992742903,2.296818494796753,75017,Paris,"['61, Boulevard Berthier', '75017 Paris', 'France']",Bed & Breakfast,75017,17,0
Hotel Cheverny,4adcda03f964a520e03121e3,48.885379,2.293127,75017,Paris,"['7 Villa Berthier', '75017 Paris', 'France']",Hotel,75017,17,0
Adagio Aparthôtel Paris Clichy,52c2c8a8498e0620d066a56b,48.89839215237895,2.30360392576294,92110,Clichy,"['19-23 avenue Anatole France', '92110 Clichy', 'France']",Hotel,92110,0,8
Hotel Crystal,4f93243fe4b01cffa17ceae7,48.899236024076096,2.289690197474288,,,['France'],Hotel,92300,0,1
Appart'hôtel Odalys City/Campus Paris Levallois,5b281e1106fb60002ce348f2,48.895171999999995,2.29847,92300,Levallois-Perret,"['92300 Levallois-Perret', 'France']",Hotel,92300,0,2
Hotel Briand Levallois-Perret,4bc8df4e762beee102a13d38,48.896177,2.2970509999999997,,Levallois-Perret,"['156, rue Aristide Briand', 'Levallois-Perret', 'France']",Hotel,92300,0,1
Hôtel du Quartier Neuf,5734ad81498e8afca3fca86a,48.89955,2.2869787,,Levallois-Perret,"['156 Rue Jules Guesde', 'Levallois-Perret', 'France']",Hotel,92300,0,0
HôtelF1 Paris Porte de Châtillon,4ba7ead4f964a52084be39e3,48.82258816265601,2.3164591727620567,75015,Paris,"['23 avenue de la Porte de Châtillon', '75015 Paris', 'France']",Hotel,75015,15,12
Le Florus Hôtel Restaurant,5a1833e469e77b3aa5ea0564,48.8177062,2.3234131000000002,92120,Montrouge,"['17 Rue Gabriel Péri', '92120 Montrouge', 'France']",Hotel,92120,0,1
Mercure Paris Alésia,567854c8498eac6e55e60736,48.82378015380511,2.324069738388061,75014,Paris,"['185 boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,11
Comfort Hotel Sixteen,56c4ca55cd10a952293d111d,48.81597424568802,2.3106721043586735,92120,Montrouge,"['16, place Jean Jaures', '92120 Montrouge', 'France']",Bed & Breakfast,92120,0,3
Adagio City Aparthotel Montrouge,4b9eabe9f964a52060f836e3,48.82004778408197,2.311552330638728,92120,Paris Montrouge,"['96 rue Gabriel Péri', '92120 Paris Montrouge', 'France']",Hotel,92120,0,11
Hôtel Le Victor Hugp,59b2a6c90d8a0f0528ef5276,48.816890518792036,2.320577908045792,92120,Montrouge,"['50 rue Louis Rolland', '92120 Montrouge', 'France']",Hotel,92120,0,0
Suite-Home Porte de Châtillon,539ed79f498eae48dd9ee0c9,48.81974319160263,2.310382965285162,92240,Malakoff,"['60 avenue Pierre Brossolette', '92240 Malakoff', 'France']",Resort,92240,0,4
Hôtel Des Amis,50f6d781e4b0775f27039cd6,48.820847,2.306278,,Malakoff,"['17 Rue Savier', 'Malakoff', 'France']",Hotel,92240,0,0
Hotel Musset Malakoff,4be075554c55b651c370eab7,48.81899192753129,2.307028203317962,,Malakoff,"['10 Rue Alfred de Musset', 'Malakoff', 'France']",Hotel,92240,0,1
Kirchengasse in Paris,4e1df2ba2271ff848febbc3d,48.817012956673835,2.310135597249248,,Malakoff,"['Boulevard Pierre Brossolette', 'Malakoff', 'France']",Hotel,92120,0,0
Le Coq Hardi,4d3825c615993704481fb691,48.81896296468569,2.309448220023859,92120,Montrouge,"['91 Avenue Pierre Brossolette', '92120 Montrouge', 'France']",Restaurant,92240,0,0
Hotel Alfred De Musset,4bcbf13cb6c49c7443179391,48.818444,2.307539,,Malakoff,"['Avenue 12 fevrier 1934 (Rue Alfred de Musset)', 'Malakoff', 'France']",Hotel,92240,0,0
mercure malakof,58d06329ef787f463f2217c6,48.816632,2.305828,,,['France'],Resort,92240,0,2
Best Western Hotel Parc Des Expos Malakoff,4bcf273b0ffdce72a440b2c0,48.8167545716146,2.30612736105651,,Malakoff,"['122 avenue Pierre Brossolette', 'Malakoff', 'France']",Hotel,92240,0,0
Hôtel Le Florus,59b1f33c5d891b3e55d305cf,48.81772189945846,2.3234501481056213,92120,Montrouge,"['17 rue Gabriel Péri', '92120 Montrouge', 'France']",Hotel,92120,0,0
Hotel Residence Montrouge,503c8e69e4b09a8f9627a661,48.81595876812453,2.310963755662161,,Paris,"['16 Jean Jaure', 'Paris', 'France']",Hotel,92120,0,1
Quality hotel,4bc6553eb387d13a2fc0c1e8,48.823770309287994,2.3241484316240397,75014,Paris,"['185 boulevard brune', '75014 Paris', 'France']",Hotel,75014,14,3
Kyriad Paris Sud - Porte D'Orléans,4dd97a0145ddced820b9276b,48.817713411153285,2.324255467059185,92120,Montrouge,"['11 rue Gabriel Peri', '92120 Montrouge', 'France']",Hotel,92120,0,2
La Villa Marine,52f397a4498ea7d95c4e352e,48.817353999999995,2.3246130000000003,76470,Tréport,"['1 Place Pierre Semard', '76470 Tréport', 'France']",Resort,92120,0,0
Adajio,4f7210d2e4b03b7fbb56538e,48.822722393238436,2.3110260765124555,,Montrouge,"['Rue Gabriel Peri 33', 'Montrouge', 'France']",Hotel,92240,0,0
Quality Hotel Paris Orleans,4bd72ea4304fce72b02f33ab,48.82360589720204,2.324086466968012,75014,Paris,"['185-187 boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,1
L'Atlantide,4bd2a5f7b221c9b67322d8d0,48.816485,2.3072049999999997,,Malakoff,"['Avenue Pierre Brossolette (Rue Francois Coppee)', 'Malakoff', 'France']",Hotel,92120,0,0
Waytostay,4d41e55caed776ebd7686897,48.82371,2.3232,75014,Paris,"['Rue Morere, 14ème Montparnasse', '75014 Paris', 'France']",Hotel,75014,14,0
Ibis Alésia - Montparnasse,4c05635e191f20a17f05e314,48.82738564126457,2.321036752907889,75014,Paris,"['49 rue des Plantes', '75014 Paris', 'France']",Hotel,75014,14,30
Hôtel Montparnasse-Alésia,4bf2bb7ba32e20a1e289d557,48.83005704217327,2.320364712170576,75014,Paris,"['147 ter rue Alésia', '75014 Paris', 'France']",Hotel,75014,14,9
BOB Hôtel,58d93eccd8b0ed65a0e4ca06,48.8335136066269,2.319115604169688,75014,Paris,"['30 rue Pernety', '75014 Paris', 'France']",Hotel,75014,14,12
Fred Hotel,4e6e2f8714955284ba940095,48.83217988218875,2.316396533112957,75014,Paris,"['11 avenue Villemain', '75014 Paris', 'France']",Hotel,75014,14,20
Hotel Chatillon Montparnasse,533cdb42498e08c3e0d8522f,48.82570042014408,2.3231405816146644,,Paris,"['11 square de Chatillon', 'Paris', 'France']",Hotel,75014,14,7
Ibis Styles Paris Alésia Montparnasse,4dee5d9845dd3aa41d7b3b09,48.83043513000001,2.32349561,75014,Paris,"['32 rue de Plantes', '75014 Paris', 'France']",Hotel,75014,14,12
Hotel Trans-Continental,504bc6fee4b0838e308673e6,48.83356,2.324305,,,['France'],Hotel,75014,14,0
La Maison Montparnasse,4c930804418ea1cd2141aa85,48.8324919452662,2.3168824794167104,75014,Paris,"['53 Rue de Gergovie', '75014 Paris', 'France']",Hotel,75014,14,5
Ibis Styles Montparnasse,4fd26a5fe4b00f27bcab1f20,48.83171233650736,2.321894495064022,75014,Paris,"['22 Rue Hippolyte Maindron', '75014 Paris', 'France']",Hotel,75014,14,13
Hotel 55 Montparnasse,4c81bfe5e602b1f72753967a,48.833566204027065,2.3176577022895577,75014,Paris,"['55 rue de Plaisance', '75014 Paris', 'France']",Hotel,75014,14,12
Enjoy Hostel,579fe5a9498e2fb0d04885ff,48.83188398204176,2.3247185178209784,75014,Paris,"['5 rue des Plantes', '75014 Paris', 'France']",Hostel,75014,14,9
Hôtel Ariane Montparnasse Paris,4bd7319b304fce72113333ab,48.83217896876397,2.3218449266367585,75014,Paris,"['35 rue de la Sablière', '75014 Paris', 'France']",Hotel,75014,14,9
Hôtel Atelier Montparnasse  ,4e8042027ee6025176a045c6,48.83337198943821,2.316948094679492,75014,Paris,"['84 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,20
Citadines Didot Montparnasse,4bcf450a0ffdce722155b2c0,48.82789174200405,2.3152960848297863,75014,Paris,"['94 rue Didot', '75014 Paris', 'France']",Hotel,75014,14,11
Montparnasse Rive Gauche Hotel Paris,4be094de4c55b6516d78eab7,48.831772799999996,2.3219098999999996,,Paris,"['22 Rue Hipplyte Maindron', 'Paris', 'France']",Hotel,75014,14,0
Hotel de la Loire,4c76b7a6f247370452cf63eb,48.83030475,2.3220652333333334,75014,Paris,"['39 bis rue du Moulin Vert', '75014 Paris', 'France']",Hotel,75014,14,1
Hôtel Ariane,52f4850c498e267640277cc4,48.832190000000004,2.321803,75014,Paris,"['35 rue de la Sablière', '75014 Paris', 'France']",Hotel,75014,14,1
Résidence Services Seniors DOMITYS - Paris Plaisance,5ce3df27d41bb700391e0979,48.82752324,2.32055631,75014,Paris,"['64 Rue des Plantes', '75014 Paris', 'France']",Vacation Rental,75014,14,0
Hôtel Moulin Vert,4adcda03f964a520aa3121e3,48.831401030290785,2.3198954262177405,75014,Paris,"['74 Rue du Moulin Vert', '75014 Paris', 'France']",Hotel,75014,14,2
Hotel De Blois,4d9018215091a1cdbda9b401,48.83187229878728,2.3247332487068118,75014,Paris,"['5 rue des plantes', '75014 Paris', 'France']",Hotel,75014,14,4
Le Clos d'Alésia,4ebb77f8f5b9f8d19b28f2cc,48.825973523860895,2.3246134444676447,75014,Paris,"['8 rue Friant', '75014 Paris', 'France']",Hotel,75014,14,0
Domaine Maritime de Beg Porz,53aa7eba498ea2d3a5c00543,48.831943,2.309619,,Moëlan-sur-Mer,"['Kerfany-les-Pins', 'Moëlan-sur-Mer', 'France']",Resort,75015,15,0
VILLA DU MAINE,4d80ef3b7c956dcba258ea7b,48.82728770409151,2.316068530187924,,,['France'],Hotel,75014,14,3
Hotel Rive Gauche 14 Rue Hyppolite Maindron,4bc80f888b7c9c745e9837cf,48.831489000000005,2.3221130000000003,75014,Paris,"['14 rue hyppolite maindron', '75014 Paris', 'France']",Hotel,75014,14,0
Bouchor B&B,507812dde4b0c316864fbbfd,48.82593,2.308224,,,['France'],Bed & Breakfast,75014,14,0
Kyriad Alésia,4c9b92d4a004a1cd9a38526e,48.830337,2.323413,,,['France'],Hostel,75014,14,0
Paranjib,4c7348304bc4236aeab5cd7a,48.831932,2.316741,,,['France'],Hostel,75014,14,2
Holiday Inn Paris - Montparnasse Pasteur,4bc8d246762beee10e8f3d38,48.837670700000004,2.3063504,75015,Paris,"['10 Rue Gager  Gabillot', '75015 Paris', 'France']",Hotel,75015,15,14
Hotel Montparnasse Apollon,500495c8e4b0004dbf83e4ef,48.83538390853335,2.314590673241597,,,"[""Rue de l'Ouest"", 'France']",Bed & Breakfast,75014,14,0
Hotel Rapsodia,57c76d5f498e8ae35463b487,48.83614310000001,2.306173100000024,75015,Paris,"['4 Rue Brancion', '75015 Paris', 'France']",Hotel,75015,15,0
Hotel Churchill,4d80ed4fdbc5f04df0fc00b7,48.83365,2.3151330000000003,14400,Bayeux,"['14, rue Saint-Jean', '14400 Bayeux', 'France']",Hotel,75014,14,1
Waytostay,4d41e5e9aed776ebc77b6897,48.837340000000005,2.30599,75015,Paris,"['Rue la Quintinie, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0
Le Fabe Hôtel,4af71e92f964a520170622e3,48.83368374504786,2.3150853459621343,75014,Paris,"[""113 bis rue de l'Ouest"", '75014 Paris', 'France']",Hotel,75014,14,9
Novotel Paris Centre Gare Montparnasse,4bb6f7ddef159c74f3b876f7,48.838525057190964,2.315046787261963,75015,Paris,"['17 rue du Cotentin', '75015 Paris', 'France']",Hotel,75015,15,43
Nouvel Hôtel Eiffel,4bd7318e304fce72fc3233ab,48.84338004021924,2.306677641947437,75015,Paris,"['5 rue des Volontaires', '75015 Paris', 'France']",Hotel,75015,15,2
Hotel Korner Montparnasse,51cd3c99454af98c82956e77,48.84140782806128,2.313805097151766,75015,Paris,"['54 rue Falguiere (Boulevard Pasteur)', '75015 Paris', 'France']",Hotel,75015,15,4
Hôtel Cactus,4db1848843a1bea42bcceb09,48.83970277248312,2.3092383582818377,75015,Paris,"['43 Rue des Volontaires', '75015 Paris', 'France']",Hostel,75015,15,0
Aberotel Montparnasse Hotel,4e84bd492fb6611bdfd70086,48.84325004439643,2.3071569977184607,75015,Paris,"['24, rue Blomet', '75015 Paris', 'France']",Hotel,75015,15,8
Hotel M Madrigal,5b05d5914acb19002c8afa94,48.842144,2.3127675,75015,Paris,"['32 bd Pasteur', '75015 Paris', 'France']",Hotel,75015,15,2
Hôtel Yllen Eiffel,4cd04b1a9d87224ba653543b,48.841511837152154,2.3078773308901765,75015,Paris,"['196 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,11
Hotel Aberotel Montparnasse Paris,4bc8d1e3762beee1dc8e3d38,48.843200683594,2.307199954987,,Paris,"['24 Rue Blomet', 'Paris', 'France']",Hotel,75015,15,1
Camelia,4dbace976e815ab0de5a761c,48.84260527653946,2.3127993747029443,,Paris,"['Bd Pasteur', 'Paris', 'France']",Hotel,75015,15,6
Hotel Avia Saphir Montparnasse Paris,4bc8e31d762beee14ea63d38,48.84299315373821,2.313214823443559,75015,Paris,"['181 Rue De Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,6
Hotel Résidence Quintinie Square,4e15cb3ed4c0e3d78b3006cf,48.840531153387325,2.3074364924101585,75015,Paris,"['5 Rue La Quintinie', '75015 Paris', 'France']",Hotel,75015,15,2
Hotel Innova,4d0fe6bea3d9721ea2c4d1fd,48.84221540033471,2.313059987532907,75015,Paris,"['32 Boulevard Pasteur', '75015 Paris', 'France']",Hotel,75015,15,7
Le Meditel,4c172c0b1b5cef3b62a5eec4,48.84238580634781,2.312466502189636,,Paris,"['28 Boulevard Pasteur', 'Paris', 'France']",Hotel,75015,15,0
Hôtel Catalogne Paris Gare Montparnasse,4b6d4ec6f964a5205c702ce3,48.837658114450505,2.318503011776824,75014,Paris,"['40 rue du Commandant René Mouchotte (Place de Catalogne)', '75014 Paris', 'France']",Hotel,75014,14,108
Hotel Mistral,4c3657522c8020a1672b8700,48.83690476196824,2.323764483788235,75014,Paris,"['24 rue Cels', '75014 Paris', 'France']",Hotel,75014,14,20
Holiday Inn Paris - Gare Montparnasse,4c51c4c57f6e20a19cb6a6ea,48.838292411554356,2.3230228736800878,75014,Paris,"['79/81 Avenue Du Maine', '75014 Paris', 'France']",Hotel,75014,14,34
Hôtel Concorde Montparnasse,581fbd7ce9e6fe4520ff492d,48.837793513196345,2.3183212344954978,75014,Paris,"['40 rue du Commandant René Mouchotte', '75014 Paris', 'France']",Hotel,75014,14,7
Best Western Bretagne Montparnasse,4d68405ab6f46dcbf9b710b2,48.835450014448405,2.321124404652437,75014,Paris,"['33 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,13
Ibis Maine - Montparnasse,4bcca7ecb6c49c7483239491,48.83378874010687,2.3229805428687924,75014,Paris,"['160 rue du Château', '75014 Paris', 'France']",Hotel,75014,14,9
Hôtel L'Orchidée,4de3e3d91f6e3190cd324df5,48.83593166895426,2.318846431950062,75014,Paris,"[""54 rue de l'Ouest"", '75014 Paris', 'France']",Motel,75014,14,12
Hotel La Perle Montparnasse,55be0632498e4ea1adc87c6d,48.835854980686314,2.322221352492864,75014,Paris,"['3 rue Maison Dieu', '75014 Paris', 'France']",Bed & Breakfast,75014,14,1
Curio Niepce,5ac50200f0b4905d46fd5e77,48.835021000000005,2.3180810000000003,75014,Paris,"['4 Rue Niépce', '75014 Paris', 'France']",Hotel,75014,14,3
Hôtel Pullman Paris Montparnasse,4d36b410d8caa1cdebd06fd6,48.83836793764065,2.3208510875701904,75014,Paris,"['19 rue du Commandant René Mouchotte', '75014 Paris', 'France']",Hotel,75014,14,222
Apollon Montparnasse Hotel Paris,4bcf61b00ffdce72666ab2c0,48.83474069471764,2.3169616073891937,,Paris,"[""91 Rue de l'Ouest"", 'Paris', 'France']",Hotel,75014,14,7
Campanile Paris 14 Maine Montparsse,4c49455720ab1b8d00338d16,48.834471721462904,2.3240085526169403,75014,Paris,"['146 avenue Du Maine', '75014 Paris', 'France']",Hotel,75014,14,9
Petit Palace Hotel,4c8bb4473dc2a1cd02b4b832,48.834820507758934,2.324296659882698,75014,Paris,"['131 avenue du Maine', '75014 Paris', 'France']",Hotel,75014,14,0
Hotel de Maine,4f8926afe4b0bae896c9c0e2,48.836241958288916,2.3215512940121124,,,"['Rude de Maison Dieux', 'France']",Hotel,75014,14,0
Hotel Du Maine,4c72e9bb13228cfa635e2c65,48.83545970694958,2.3231479265437995,75014,Paris,"['Ave. du Maine', '75014 Paris', 'France']",Hotel,75014,14,9
9HOTEL,5329d9fe498ef90c9a3d916b,48.833733543730965,2.3176970740167464,75014,Paris,"['76 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,14
L'Oasis Hotel,5431e117498ec4159f37797e,48.8338279180029,2.3180563525233366,75014,Paris,"['75014 Paris', 'France']",Hotel,75014,14,1
Hotel Mercure Gaïte,51352d69e4b08edd2c3f9a41,48.836867,2.3231599999999997,75014,Paris,"['20 Rue De La Gaïte', '75014 Paris', 'France']",Resort,75014,14,0
Mistralhotel,4ca1885579d9b1f7e463c099,48.83632,2.321914,,Paris,"['Rue Cels', 'Paris', 'France']",Hostel,75014,14,0
Room 10# Apollon Hotel Monparnasse,5402bde8498e150d889950ba,48.834638,2.316855,,,['France'],Hotel,75014,14,0
Hotel Agenor,4e84bd472fb6611bdfd70076,48.836859534816114,2.3240798995970553,75014,Paris,"['22 rue Cels', '75014 Paris', 'France']",Hotel,75014,14,1
Pavillon Losserand Montparnasse,4e0cccd46284f2bbda5ce199,48.83390582728324,2.3175015317351346,,Paris,"['Paris', 'France']",Hotel,75014,14,0
Hotel Montparnasse Daguerre,4b92a909f964a520c50e34e3,48.83599107363512,2.3240319247806456,75014,Paris,"['94 rue Daguerre', '75014 Paris', 'France']",Hotel,75014,14,3
Le M,50107a01e4b0d630c7ef7fff,48.839742032660595,2.323415454905144,75014,Paris,"['20 r. de la Gaité', '75014 Paris', 'France']",Hotel,75014,14,18
Mercure Paris Montparnasse,4badb99ff964a5206d653be3,48.84004745832177,2.323541343212128,75014,Paris,"['Rue de la Gaité', '75014 Paris', 'France']",Hotel,75014,14,26
Hôtel du Parc,4ba10775f964a520a19037e3,48.84080584921542,2.323974290236272,75014,Paris,"['6 rue Jolivet', '75014 Paris', 'France']",Hotel,75014,14,3
Hôtel Odessa,4f9975b0e4b062d812081240,48.841397974073885,2.324700204339456,75014,Paris,"[""28 rue d'Odessa"", '75014 Paris', 'France']",Hotel,75014,14,5
Citadines Maine Montparnasse,4ca353c2750ca09328cf1767,48.839125269299366,2.32196248773422,75014,Paris,"['67 Avenue du Maine', '75014 Paris', 'France']",Hotel,75014,14,5
Ibis Gare Montparnasse,4d4494d614aa8cfadf7e683d,48.84034671988122,2.3153286990494237,75015,Paris,"['71 Boulevard de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,3
Hotel Arcadie Montparnasse,4c2f801b452620a10ba01d0f,48.83885377394896,2.322461683876691,,Paris,"['71 Avenue du Maine', 'Paris', 'France']",Hotel,75014,14,4
Timhotel Montparnasse,4adcda04f964a520fb3121e3,48.842934795891686,2.3211944103240967,75015,Paris,"[""22 rue de l'Arrivée"", '75015 Paris', 'France']",Hotel,75015,15,8
